method: org.apache.fop.fonts.base14.Helvetica.getEmbedFontName:1542550668
488858 -> 488859
488860 -> 488861
488858 -> 488862
488859 -> 488863
488861 -> 488864
488862 -> 488865
488863 -> 488866
488864 -> 488867
488866 -> 488868
488867 -> 488869
488870 -> 488871
488868 -> 488872
488869 -> 488873
488871 -> 488874
488871 -> 488875
