method: org.apache.fop.area.AreaTreeParser$Handler$ForeignObjectMaker.<init>:978297062
35488 -> 35489
35490 -> 35491
35492 -> 35493
35494 -> 35495
35489 -> 35496
35491 -> 35497
35493 -> 35498
35495 -> 35499
35496 -> 35500
35497 -> 35501
35498 -> 35502
35499 -> 35503
35500 -> 35504
35501 -> 35505
35502 -> 35506
35503 -> 35507
35504 -> 35508
35505 -> 35509
35506 -> 35510
35507 -> 35511
35508 -> 35512
35509 -> 35513
35510 -> 35514
35511 -> 35515
35508 -> 35516
