method: org.apache.fop.fonts.base14.HelveticaBoldOblique.getKerningInfo:981878240
547726 -> 547727
547728 -> 547729
547726 -> 547730
547727 -> 547731
547729 -> 547732
547730 -> 547733
547731 -> 547734
547732 -> 547735
547733 -> 547736
547734 -> 547737
547735 -> 547738
547736 -> 547739
547736 -> 547740
