method: org.apache.fop.render.xml.XMLRenderer.isDetailedFormat:229763653
2371754 -> 2371755
2371756 -> 2371757
2371755 -> 2371758
2371757 -> 2371759
2371758 -> 2371760
2371759 -> 2371761
2371760 -> 2371762
2371761 -> 2371763
2371760 -> 2371764
2371761 -> 2371765
2371764 -> 2371766
2371765 -> 2371767
2371766 -> 2371768
2371767 -> 2371769
2371762 -> 2371768
2371763 -> 2371769
2371768 -> 2371770
2371769 -> 2371771
2371768 -> 2371772
