method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTemplate.getInstance:1483045377
2347655 -> 2347656
2347655 -> 2347657
2347656 -> 2347658
2347657 -> 2347659
2347658 -> 2347660
2347659 -> 2347661
2347658 -> 2347662
2347659 -> 2347663
2347662 -> 2347664
2347664 -> 2347665
2347666 -> 2347667
2347665 -> 2347660
2347667 -> 2347661
2347660 -> 2347668
2347661 -> 2347669
2347668 -> 2347670
2347669 -> 2347671
2347669 -> 2347672
