method: org.apache.fop.fo.properties.CommonBorderPaddingBackground.getPaddingEnd:937528716
368533 -> 368534
368535 -> 368536
368537 -> 368538
368534 -> 368539
368536 -> 368540
368538 -> 368541
368539 -> 368542
368540 -> 368543
368541 -> 368544
368542 -> 368545
368543 -> 368546
368544 -> 368547
368545 -> 368548
368546 -> 368549
368547 -> 368550
368548 -> 368551
368549 -> 368552
368550 -> 368553
368551 -> 368554
368552 -> 368555
368553 -> 368556
368551 -> 368557
