method: org.apache.fop.hyphenation.CharVector.get:1287430731
920561 -> 920562
920563 -> 920564
920561 -> 920565
920562 -> 920566
920564 -> 920567
920565 -> 920568
920566 -> 920569
920567 -> 920570
920568 -> 920571
920569 -> 920572
920570 -> 920573
920571 -> 920574
920572 -> 920575
920573 -> 920576
920574 -> 920577
920575 -> 920578
920576 -> 920579
920577 -> 920580
920575 -> 920581
