method: org.apache.fop.fo.properties.ColorProperty.getColor:1752785343
364465 -> 364466
364467 -> 364468
364469 -> 364470
364465 -> 364471
364466 -> 364472
364468 -> 364473
364470 -> 364474
364471 -> 364475
364472 -> 364476
364473 -> 364477
364474 -> 364478
364475 -> 364479
364476 -> 364480
364477 -> 364481
364478 -> 364482
364479 -> 364483
364480 -> 364484
364481 -> 364485
364482 -> 364486
364483 -> 364487
364483 -> 364488
