method: org.apache.fop.image.loader.batik.ImageLoaderFactorySVG.getUsagePenalty:1642817631
963616 -> 963617
963618 -> 963619
963620 -> 963621
963622 -> 963623
963617 -> 963624
963619 -> 963625
963621 -> 963626
963623 -> 963627
963624 -> 963628
963625 -> 963629
963626 -> 963630
963627 -> 963631
963628 -> 963632
963629 -> 963633
963630 -> 963634
963631 -> 963635
963632 -> 963636
963633 -> 963637
963634 -> 963638
963635 -> 963639
963632 -> 963640
