method: org.apache.fop.layoutmgr.BreakingAlgorithm$BestRecords.getAdjust:787045172
1105445 -> 1105446
1105447 -> 1105448
1105445 -> 1105449
1105446 -> 1105450
1105448 -> 1105451
1105449 -> 1105452
1105450 -> 1105453
1105451 -> 1105454
1105452 -> 1105455
1105453 -> 1105456
1105454 -> 1105457
1105455 -> 1105458
1105456 -> 1105459
1105457 -> 1105460
1105458 -> 1105461
1105459 -> 1105462
1105460 -> 1105463
1105461 -> 1105464
1105459 -> 1105465
