method: org.apache.fop.fo.properties.KeepProperty$Maker.makeNewProperty:476468501
398723 -> 398724
398725 -> 398726
398723 -> 398727
398724 -> 398728
398726 -> 398729
398727 -> 398730
398728 -> 398731
398729 -> 398732
398731 -> 398733
398732 -> 398734
398735 -> 398736
398733 -> 398737
398734 -> 398738
398736 -> 398739
398736 -> 398740
