method: org.apache.fop.layoutmgr.inline.LeafNodeLayoutManager.getEffectiveArea:820035653
1216850 -> 1216851
1216852 -> 1216853
1216850 -> 1216854
1216851 -> 1216855
1216853 -> 1216856
1216854 -> 1216857
1216855 -> 1216858
1216856 -> 1216859
1216857 -> 1216860
1216858 -> 1216861
1216859 -> 1216862
1216860 -> 1216863
1216860 -> 1216864
