method: org.apache.fop.fo.properties.CommonBorderPaddingBackground.getPaddingAfter:1338618193
368583 -> 368584
368585 -> 368586
368587 -> 368588
368584 -> 368589
368586 -> 368590
368588 -> 368591
368589 -> 368592
368590 -> 368593
368591 -> 368594
368592 -> 368595
368593 -> 368596
368594 -> 368597
368595 -> 368598
368596 -> 368599
368597 -> 368600
368598 -> 368601
368599 -> 368602
368600 -> 368603
368601 -> 368604
368602 -> 368605
368603 -> 368606
368601 -> 368607
