method: org.apache.fop.fonts.BFEntry.<init>:1683959014
744712 -> 744713
744714 -> 744715
744713 -> 744716
744715 -> 744717
744716 -> 744718
744717 -> 744719
744718 -> 744720
744719 -> 744721
744720 -> 744722
744721 -> 744723
744722 -> 744724
744723 -> 744725
744724 -> 744726
744725 -> 744727
744726 -> 744728
744727 -> 744729
744728 -> 744730
744729 -> 744731
744730 -> 744732
744731 -> 744733
744730 -> 744734
