method: org.apache.fop.area.AreaTreeParser$Handler$InlineParentMaker.<init>:1891120312
37561 -> 37562
37563 -> 37564
37565 -> 37566
37567 -> 37568
37562 -> 37569
37564 -> 37570
37566 -> 37571
37568 -> 37572
37569 -> 37573
37570 -> 37574
37571 -> 37575
37572 -> 37576
37573 -> 37577
37574 -> 37578
37575 -> 37579
37576 -> 37580
37577 -> 37581
37578 -> 37582
37579 -> 37583
37580 -> 37584
37581 -> 37585
37582 -> 37586
37583 -> 37587
37584 -> 37588
37581 -> 37589
