method: org.apache.fop.fo.flow.Footnote.<init>:757902513
193208 -> 193209
193210 -> 193211
193212 -> 193213
193209 -> 193214
193211 -> 193215
193213 -> 193216
193214 -> 193217
193215 -> 193218
193216 -> 193219
193217 -> 193220
193218 -> 193221
193219 -> 193222
193220 -> 193223
193221 -> 193224
193222 -> 193225
193223 -> 193226
193224 -> 193227
193225 -> 193228
193223 -> 193229
