method: org.apache.fop.fo.properties.EnumProperty.<init>:486404364
383638 -> 383639
383640 -> 383641
383642 -> 383643
383639 -> 383644
383641 -> 383645
383643 -> 383646
383644 -> 383647
383645 -> 383648
383646 -> 383649
383647 -> 383650
383648 -> 383651
383649 -> 383652
383650 -> 383653
383651 -> 383654
383652 -> 383655
383653 -> 383656
383654 -> 383657
383655 -> 383658
383656 -> 383659
383657 -> 383660
383658 -> 383661
383659 -> 383662
383660 -> 383663
383661 -> 383664
383659 -> 383665
