method: org.apache.fop.render.rtf.TextAttributesConverter.convertMptToTwips:41104054
2362521 -> 2362522
2362521 -> 2362523
2362522 -> 2362524
2362523 -> 2362525
2362524 -> 2362526
2362526 -> 2362527
2362528 -> 2362529
2362527 -> 2362530
2362529 -> 2362531
2362530 -> 2362532
2362531 -> 2362533
2362532 -> 2362534
2362533 -> 2362535
2362534 -> 2362536
2362535 -> 2362537
2362536 -> 2362538
2362537 -> 2362539
2362536 -> 2362540
