method: org.apache.fop.layoutmgr.InlineKnuthSequence.<init>:908472818
1323063 -> 1323064
1323065 -> 1323066
1323067 -> 1323068
1323064 -> 1323069
1323066 -> 1323070
1323068 -> 1323071
1323069 -> 1323072
1323070 -> 1323073
1323071 -> 1323074
1323072 -> 1323075
1323073 -> 1323076
1323074 -> 1323077
1323075 -> 1323078
1323076 -> 1323079
1323077 -> 1323080
1323078 -> 1323081
1323079 -> 1323082
1323080 -> 1323083
1323078 -> 1323084
