method: org.apache.fop.area.BeforeFloat.setSeparator:1472623503
70704 -> 70705
70706 -> 70707
70708 -> 70709
70705 -> 70710
70707 -> 70711
70709 -> 70712
70710 -> 70713
70711 -> 70714
70712 -> 70715
70713 -> 70716
70714 -> 70717
70715 -> 70718
70716 -> 70719
70717 -> 70720
70718 -> 70721
70716 -> 70722
