method: org.apache.fop.fo.flow.AbstractPageNumberCitation.getTextDecoration:1570850111
184664 -> 184665
184666 -> 184667
184664 -> 184668
184665 -> 184669
184667 -> 184670
184668 -> 184671
184669 -> 184672
184670 -> 184673
184671 -> 184674
184672 -> 184675
184673 -> 184676
184674 -> 184677
184674 -> 184678
