method: org.apache.fop.fo.InlineCharIterator.checkBoundaries:1345766939
335336 -> 335337
335338 -> 335339
335340 -> 335341
335337 -> 335342
335339 -> 335343
335341 -> 335344
335342 -> 335345
335343 -> 335346
335344 -> 335347
335345 -> 335348
335346 -> 335349
335347 -> 335350
335348 -> 335351
335349 -> 335352
335350 -> 335353
335351 -> 335354
335352 -> 335355
335353 -> 335356
335351 -> 335357
