method: org.apache.fop.fonts.FontCache.save:1056417068
778631 -> 778632
778633 -> 778634
778631 -> 778635
778632 -> 778636
778634 -> 778637
778635 -> 778638
778636 -> 778639
778637 -> 778640
778639 -> 778641
778640 -> 778642
778643 -> 778644
778641 -> 778645
778642 -> 778646
778644 -> 778647
778645 -> 778648
778646 -> 778649
778647 -> 778650
778645 -> 778651
