method: org.apache.fop.fonts.type1.PFBData.getLength3:57049069
897707 -> 897708
897709 -> 897710
897707 -> 897711
897708 -> 897712
897710 -> 897713
897711 -> 897714
897712 -> 897715
897713 -> 897716
897714 -> 897717
897715 -> 897718
897716 -> 897719
897717 -> 897720
897718 -> 897721
897719 -> 897722
897720 -> 897723
897718 -> 897724
