method: org.apache.fop.layoutmgr.list.ListBlockLayoutManager.resetSpaces:1031173555
1341563 -> 1341564
1341565 -> 1341566
1341564 -> 1341567
1341566 -> 1341568
1341567 -> 1341569
1341568 -> 1341570
1341569 -> 1341571
1341570 -> 1341572
1341571 -> 1341573
1341572 -> 1341574
1341573 -> 1341575
1341574 -> 1341576
1341575 -> 1341577
1341576 -> 1341578
1341577 -> 1341579
1341578 -> 1341580
1341579 -> 1341581
1341580 -> 1341582
1341579 -> 1341583
