method: org.apache.fop.svg.PDFImageElementBridge$LoaderImageNode.getSensitiveBounds:510106200
2464034 -> 2464035
2464036 -> 2464037
2464034 -> 2464038
2464035 -> 2464039
2464037 -> 2464040
2464038 -> 2464041
2464039 -> 2464042
2464040 -> 2464043
2464042 -> 2464044
2464043 -> 2464045
2464046 -> 2464047
2464044 -> 2464048
2464045 -> 2464049
2464047 -> 2464050
2464047 -> 2464051
