method: org.apache.fop.fonts.base14.CourierBoldOblique.getEmbedFontName:1691924214
484542 -> 484543
484544 -> 484545
484542 -> 484546
484543 -> 484547
484545 -> 484548
484546 -> 484549
484547 -> 484550
484548 -> 484551
484550 -> 484552
484551 -> 484553
484554 -> 484555
484552 -> 484556
484553 -> 484557
484555 -> 484558
484555 -> 484559
