method: org.apache.fop.svg.AbstractFOPTranscoder.setEntityResolver:754608744
2392749 -> 2392750
2392751 -> 2392752
2392753 -> 2392754
2392750 -> 2392755
2392752 -> 2392756
2392754 -> 2392757
2392755 -> 2392758
2392756 -> 2392759
2392757 -> 2392760
2392758 -> 2392761
2392759 -> 2392762
2392760 -> 2392763
2392761 -> 2392764
2392762 -> 2392765
2392763 -> 2392766
2392761 -> 2392767
