method: org.apache.fop.fo.flow.ListItemLabel.startOfNode:1737234192
198820 -> 198821
198822 -> 198823
198820 -> 198824
198821 -> 198825
198823 -> 198826
198824 -> 198827
198825 -> 198828
198826 -> 198829
198827 -> 198830
198828 -> 198831
198829 -> 198832
198831 -> 198833
198832 -> 198834
198835 -> 198836
198833 -> 198837
198834 -> 198838
198836 -> 198839
198837 -> 198840
198838 -> 198841
198839 -> 198842
198837 -> 198843
