method: org.apache.fop.render.afp.fonts.AFPFontInfo.getAFPFont:444394104
1778577 -> 1778578
1778579 -> 1778580
1778577 -> 1778581
1778578 -> 1778582
1778580 -> 1778583
1778581 -> 1778584
1778582 -> 1778585
1778583 -> 1778586
1778584 -> 1778587
1778585 -> 1778588
1778586 -> 1778589
1778587 -> 1778590
1778587 -> 1778591
