method: org.apache.fop.render.pdf.PDFRenderer.renderLineArea:706324460
2057952 -> 2057953
2057954 -> 2057955
2057956 -> 2057957
2057953 -> 2057958
2057955 -> 2057959
2057957 -> 2057960
2057958 -> 2057961
2057959 -> 2057962
2057960 -> 2057963
2057961 -> 2057964
2057962 -> 2057965
2057963 -> 2057966
2057964 -> 2057967
2057965 -> 2057968
2057966 -> 2057969
2057967 -> 2057970
2057968 -> 2057971
2057969 -> 2057972
2057967 -> 2057973
