method: org.apache.fop.render.pcl.PCLGraphics2D.copyArea:1167794136
1954000 -> 1954001
1954002 -> 1954003
1954001 -> 1954004
1954003 -> 1954005
1954004 -> 1954006
1954005 -> 1954007
1954006 -> 1954008
1954007 -> 1954009
1954008 -> 1954010
1954009 -> 1954011
1954010 -> 1954012
1954011 -> 1954013
1954012 -> 1954014
1954013 -> 1954015
1954014 -> 1954016
1954015 -> 1954017
1954016 -> 1954018
1954017 -> 1954019
1954018 -> 1954020
1954019 -> 1954021
1954018 -> 1954022
