method: org.apache.fop.fonts.base14.Symbol.getEmbedFontName:742972588
606098 -> 606099
606100 -> 606101
606098 -> 606102
606099 -> 606103
606101 -> 606104
606102 -> 606105
606103 -> 606106
606104 -> 606107
606106 -> 606108
606107 -> 606109
606110 -> 606111
606108 -> 606112
606109 -> 606113
606111 -> 606114
606111 -> 606115
