method: org.apache.fop.layoutmgr.table.TableCellLayoutManager.isSeparateBorderModel:248853745
1461995 -> 1461996
1461997 -> 1461998
1461995 -> 1461999
1461996 -> 1462000
1461998 -> 1462001
1461999 -> 1462002
1462000 -> 1462003
1462001 -> 1462004
1462003 -> 1462005
1462004 -> 1462006
1462007 -> 1462008
1462005 -> 1462009
1462006 -> 1462010
1462008 -> 1462011
1462009 -> 1462012
1462010 -> 1462013
1462011 -> 1462014
1462012 -> 1462015
1462013 -> 1462016
1462014 -> 1462017
1462012 -> 1462018
