method: org.apache.fop.render.ps.PSTextPainter.getMark:1877419791
2210588 -> 2210589
2210590 -> 2210591
2210592 -> 2210593
2210589 -> 2210594
2210591 -> 2210595
2210593 -> 2210596
2210594 -> 2210597
2210595 -> 2210598
2210596 -> 2210599
2210597 -> 2210600
2210598 -> 2210601
2210599 -> 2210602
2210600 -> 2210603
2210601 -> 2210604
2210602 -> 2210605
2210603 -> 2210606
2210604 -> 2210607
2210605 -> 2210608
2210603 -> 2210609
