method: org.apache.fop.fo.FOElementMapping$CharacterMaker.make:553622547
254149 -> 254150
254151 -> 254152
254153 -> 254154
254149 -> 254155
254150 -> 254156
254152 -> 254157
254154 -> 254158
254155 -> 254159
254156 -> 254160
254157 -> 254161
254158 -> 254162
254159 -> 254163
254160 -> 254164
254161 -> 254165
254162 -> 254166
254164 -> 254167
254165 -> 254168
254166 -> 254169
254170 -> 254171
254167 -> 254172
254168 -> 254173
254169 -> 254174
254171 -> 254175
254171 -> 254176
