method: org.apache.fop.render.pcl.PCLGraphics2D.drawString:2123253577
1953835 -> 1953836
1953837 -> 1953838
1953839 -> 1953840
1953836 -> 1953841
1953838 -> 1953842
1953840 -> 1953843
1953841 -> 1953844
1953842 -> 1953845
1953843 -> 1953846
1953844 -> 1953847
1953845 -> 1953848
1953846 -> 1953849
1953847 -> 1953850
1953848 -> 1953851
1953849 -> 1953852
1953850 -> 1953853
1953851 -> 1953854
1953852 -> 1953855
1953853 -> 1953856
1953854 -> 1953857
1953855 -> 1953858
1953853 -> 1953859
