method: org.apache.fop.fo.FONode.charIterator:1422180075
274179 -> 274180
274181 -> 274182
274179 -> 274183
274180 -> 274184
274182 -> 274185
274183 -> 274186
274184 -> 274187
274185 -> 274188
274187 -> 274189
274188 -> 274190
274191 -> 274192
274189 -> 274193
274190 -> 274194
274192 -> 274195
274192 -> 274196
