method: org.apache.fop.layoutmgr.inline.AlignmentContext.getWritingMode:1623634402
1149450 -> 1149451
1149452 -> 1149453
1149450 -> 1149454
1149451 -> 1149455
1149453 -> 1149456
1149454 -> 1149457
1149455 -> 1149458
1149456 -> 1149459
1149457 -> 1149460
1149458 -> 1149461
1149459 -> 1149462
1149460 -> 1149463
1149461 -> 1149464
1149462 -> 1149465
1149463 -> 1149466
1149464 -> 1149467
1149465 -> 1149468
1149466 -> 1149469
1149464 -> 1149470
