method: org.apache.fop.fo.flow.BlockContainer.getInlineProgressionDimension:378119976
189746 -> 189747
189748 -> 189749
189746 -> 189750
189747 -> 189751
189749 -> 189752
189750 -> 189753
189751 -> 189754
189752 -> 189755
189753 -> 189756
189754 -> 189757
189755 -> 189758
189756 -> 189759
189756 -> 189760
