method: org.apache.fop.fonts.CustomFont.getStrippedFontName:260489561
774255 -> 774256
774257 -> 774258
774255 -> 774259
774256 -> 774260
774258 -> 774261
774259 -> 774262
774260 -> 774263
774261 -> 774264
774263 -> 774265
774264 -> 774266
774267 -> 774268
774265 -> 774269
774266 -> 774270
774269 -> 774271
774270 -> 774272
774273 -> 774274
774271 -> 774275
774272 -> 774276
774274 -> 774277
774274 -> 774278
