method: org.apache.fop.fonts.base14.TimesBoldItalic.getEmbedFontName:2123105720
641712 -> 641713
641714 -> 641715
641712 -> 641716
641713 -> 641717
641715 -> 641718
641716 -> 641719
641717 -> 641720
641718 -> 641721
641720 -> 641722
641721 -> 641723
641724 -> 641725
641722 -> 641726
641723 -> 641727
641725 -> 641728
641725 -> 641729
