method: org.apache.fop.fo.properties.CommonTextDecoration.hasLineThrough:272979186
378940 -> 378941
378942 -> 378943
378941 -> 378944
378943 -> 378945
378944 -> 378946
378945 -> 378947
378946 -> 378948
378947 -> 378949
378948 -> 378950
378949 -> 378951
378948 -> 378952
378949 -> 378953
378952 -> 378954
378953 -> 378955
378954 -> 378956
378955 -> 378957
378950 -> 378956
378951 -> 378957
378956 -> 378958
378957 -> 378959
378956 -> 378960
