method: org.apache.fop.fo.flow.table.GridUnit.getBorderStart:216292553
221665 -> 221666
221667 -> 221668
221665 -> 221669
221665 -> 221670
221666 -> 221671
221668 -> 221672
221669 -> 221673
221670 -> 221674
221671 -> 221675
221672 -> 221676
221673 -> 221677
221674 -> 221678
221675 -> 221679
221676 -> 221680
221677 -> 221681
221679 -> 221682
221680 -> 221683
221681 -> 221684
221685 -> 221686
221682 -> 221687
221683 -> 221688
221684 -> 221689
221686 -> 221690
221686 -> 221691
