method: org.apache.fop.fonts.Font.hasKerning:566827219
775939 -> 775940
775941 -> 775942
775939 -> 775943
775940 -> 775944
775942 -> 775945
775943 -> 775946
775944 -> 775947
775945 -> 775948
775946 -> 775949
775947 -> 775950
775948 -> 775951
775949 -> 775952
775950 -> 775953
775951 -> 775954
775952 -> 775955
775953 -> 775956
775954 -> 775957
775955 -> 775958
775953 -> 775959
