method: org.apache.fop.render.afp.AFPSVGHandler.supportsRenderer:969852303
1773378 -> 1773379
1773380 -> 1773381
1773382 -> 1773383
1773379 -> 1773384
1773381 -> 1773385
1773383 -> 1773386
1773384 -> 1773387
1773385 -> 1773388
1773386 -> 1773389
1773387 -> 1773390
1773388 -> 1773391
1773389 -> 1773392
1773390 -> 1773393
1773391 -> 1773394
1773392 -> 1773395
1773390 -> 1773396
