method: org.apache.fop.area.inline.InlineArea.<init>:1749908736
84728 -> 84729
84730 -> 84731
84729 -> 84732
84731 -> 84733
84732 -> 84734
84733 -> 84735
84734 -> 84736
84735 -> 84737
84736 -> 84738
84737 -> 84739
84738 -> 84740
84739 -> 84741
84740 -> 84742
84741 -> 84743
84742 -> 84744
84743 -> 84745
84742 -> 84746
