method: org.apache.fop.fonts.base14.HelveticaOblique.getKerningInfo:1772353449
575518 -> 575519
575520 -> 575521
575518 -> 575522
575519 -> 575523
575521 -> 575524
575522 -> 575525
575523 -> 575526
575524 -> 575527
575525 -> 575528
575526 -> 575529
575527 -> 575530
575528 -> 575531
575528 -> 575532
