method: org.apache.fop.fonts.type1.AFMParser$IntegerSetter.<init>:680047409
890070 -> 890071
890072 -> 890073
890074 -> 890075
890071 -> 890076
890073 -> 890077
890075 -> 890078
890076 -> 890079
890077 -> 890080
890078 -> 890081
890079 -> 890082
890080 -> 890083
890081 -> 890084
890082 -> 890085
890083 -> 890086
890084 -> 890087
890082 -> 890088
