method: org.apache.fop.area.LineArea.addInlineArea:2105803126
88759 -> 88760
88761 -> 88762
88763 -> 88764
88759 -> 88765
88760 -> 88766
88762 -> 88767
88764 -> 88768
88765 -> 88769
88766 -> 88770
88767 -> 88771
88768 -> 88772
88769 -> 88773
88770 -> 88774
88771 -> 88775
88772 -> 88776
88773 -> 88777
88774 -> 88778
88775 -> 88779
88776 -> 88780
88777 -> 88781
88778 -> 88782
88779 -> 88783
88780 -> 88784
88781 -> 88785
88778 -> 88786
