method: org.apache.fop.svg.PDFGraphics2D.getDeviceConfiguration:301601895
2462208 -> 2462209
2462210 -> 2462211
2462208 -> 2462212
2462209 -> 2462213
2462211 -> 2462214
2462212 -> 2462215
2462213 -> 2462216
2462214 -> 2462217
2462216 -> 2462218
2462217 -> 2462219
2462220 -> 2462221
2462218 -> 2462222
2462219 -> 2462223
2462221 -> 2462224
2462221 -> 2462225
