method: org.apache.fop.fo.RecursiveCharIterator.mark:333423532
429613 -> 429614
429615 -> 429616
429613 -> 429617
429613 -> 429618
429614 -> 429619
429616 -> 429620
429617 -> 429621
429618 -> 429622
429619 -> 429623
429620 -> 429624
429622 -> 429625
429623 -> 429626
429624 -> 429627
429628 -> 429629
429625 -> 429630
429626 -> 429631
429627 -> 429632
429629 -> 429633
429629 -> 429634
429631 -> 429635
429632 -> 429636
429634 -> 429637
429633 -> 429638
429633 -> 429639
