method: org.apache.fop.fo.properties.EnumNumber.getObject:1314194266
382906 -> 382907
382908 -> 382909
382906 -> 382910
382906 -> 382911
382907 -> 382912
382909 -> 382913
382910 -> 382914
382911 -> 382915
382912 -> 382916
382913 -> 382917
382914 -> 382918
382915 -> 382919
382916 -> 382920
382917 -> 382921
382918 -> 382922
382920 -> 382923
382921 -> 382924
382922 -> 382925
382926 -> 382927
382923 -> 382928
382924 -> 382929
382925 -> 382930
382927 -> 382931
382927 -> 382932
