method: org.apache.fop.fo.flow.table.Table.isSeparateBorderModel:172338044
231089 -> 231090
231091 -> 231092
231090 -> 231093
231092 -> 231094
231093 -> 231095
231094 -> 231096
231095 -> 231097
231096 -> 231098
231097 -> 231099
231098 -> 231100
231097 -> 231101
231098 -> 231102
231101 -> 231103
231102 -> 231104
231103 -> 231105
231104 -> 231106
231099 -> 231105
231100 -> 231106
231105 -> 231107
231106 -> 231108
231105 -> 231109
