method: org.apache.fop.fonts.base14.CourierOblique.getWidth:1318645573
486827 -> 486828
486829 -> 486830
486827 -> 486831
486828 -> 486832
486830 -> 486833
486831 -> 486834
486832 -> 486835
486833 -> 486836
486834 -> 486837
486835 -> 486838
486836 -> 486839
486837 -> 486840
486838 -> 486841
486839 -> 486842
486840 -> 486843
486841 -> 486844
486842 -> 486845
486843 -> 486846
486844 -> 486847
486845 -> 486848
486846 -> 486849
486847 -> 486850
486848 -> 486851
486849 -> 486852
486847 -> 486853
