method: org.apache.fop.render.rtf.rtflib.rtfdoc.RtfTextrun.getRtfListItem:1037449781
2352428 -> 2352429
2352430 -> 2352431
2352428 -> 2352432
2352429 -> 2352433
2352431 -> 2352434
2352432 -> 2352435
2352433 -> 2352436
2352434 -> 2352437
2352435 -> 2352438
2352436 -> 2352439
2352437 -> 2352440
2352438 -> 2352441
2352438 -> 2352442
