method: org.apache.fop.fo.FOElementMapping$InitialPropertySetMaker.make:982464580
254500 -> 254501
254502 -> 254503
254504 -> 254505
254500 -> 254506
254501 -> 254507
254503 -> 254508
254505 -> 254509
254506 -> 254510
254507 -> 254511
254508 -> 254512
254509 -> 254513
254510 -> 254514
254511 -> 254515
254512 -> 254516
254513 -> 254517
254515 -> 254518
254516 -> 254519
254517 -> 254520
254521 -> 254522
254518 -> 254523
254519 -> 254524
254520 -> 254525
254522 -> 254526
254522 -> 254527
