method: org.apache.fop.fo.flow.BlockContainer.getCommonBorderPaddingBackground:368010633
189638 -> 189639
189640 -> 189641
189638 -> 189642
189639 -> 189643
189641 -> 189644
189642 -> 189645
189643 -> 189646
189644 -> 189647
189645 -> 189648
189646 -> 189649
189647 -> 189650
189648 -> 189651
189648 -> 189652
