method: org.apache.fop.layoutmgr.BlockLayoutManager.resetSpaces:538711404
1048318 -> 1048319
1048320 -> 1048321
1048319 -> 1048322
1048321 -> 1048323
1048322 -> 1048324
1048323 -> 1048325
1048324 -> 1048326
1048325 -> 1048327
1048326 -> 1048328
1048327 -> 1048329
1048328 -> 1048330
1048329 -> 1048331
1048330 -> 1048332
1048331 -> 1048333
1048332 -> 1048334
1048333 -> 1048335
1048334 -> 1048336
1048335 -> 1048337
1048334 -> 1048338
