method: org.apache.fop.layoutmgr.inline.KnuthInlineBox.setFootnoteBodyLM:412308107
1202458 -> 1202459
1202460 -> 1202461
1202462 -> 1202463
1202459 -> 1202464
1202461 -> 1202465
1202463 -> 1202466
1202464 -> 1202467
1202465 -> 1202468
1202466 -> 1202469
1202467 -> 1202470
1202468 -> 1202471
1202469 -> 1202472
1202470 -> 1202473
1202471 -> 1202474
1202472 -> 1202475
1202470 -> 1202476
