method: org.apache.fop.render.afp.extensions.AFPExtensionHandlerFactory.getSupportedNamespaces:11388342
1777479 -> 1777480
1777481 -> 1777482
1777479 -> 1777483
1777480 -> 1777484
1777482 -> 1777485
1777483 -> 1777486
1777484 -> 1777487
1777485 -> 1777488
1777486 -> 1777489
1777487 -> 1777490
1777488 -> 1777491
1777489 -> 1777492
1777489 -> 1777493
