method: org.apache.fop.fo.properties.CompoundPropertyMaker.<init>:1709918178
379027 -> 379028
379029 -> 379030
379027 -> 379031
379028 -> 379032
379030 -> 379033
379031 -> 379034
379032 -> 379035
379033 -> 379036
379034 -> 379037
379035 -> 379038
379036 -> 379039
379037 -> 379040
379038 -> 379041
379039 -> 379042
379041 -> 379043
379042 -> 379044
379045 -> 379046
379043 -> 379047
379044 -> 379048
379046 -> 379049
379047 -> 379050
379048 -> 379051
379049 -> 379052
379047 -> 379053
