method: org.apache.fop.fonts.base14.Courier.getWidth:1616471482
480353 -> 480354
480355 -> 480356
480353 -> 480357
480354 -> 480358
480356 -> 480359
480357 -> 480360
480358 -> 480361
480359 -> 480362
480360 -> 480363
480361 -> 480364
480362 -> 480365
480363 -> 480366
480364 -> 480367
480365 -> 480368
480366 -> 480369
480367 -> 480370
480368 -> 480371
480369 -> 480372
480370 -> 480373
480371 -> 480374
480372 -> 480375
480373 -> 480376
480374 -> 480377
480375 -> 480378
480373 -> 480379
