method: org.apache.fop.layoutmgr.list.ListItemContentLayoutManager$StackingIter.<init>:569030857
1348195 -> 1348196
1348197 -> 1348198
1348199 -> 1348200
1348196 -> 1348201
1348198 -> 1348202
1348200 -> 1348203
1348201 -> 1348204
1348202 -> 1348205
1348203 -> 1348206
1348204 -> 1348207
1348205 -> 1348208
1348206 -> 1348209
1348207 -> 1348210
1348208 -> 1348211
1348209 -> 1348212
1348207 -> 1348213
